designer,artifact_id,condition,agent_source,artifact_type,action,broad_action
P7,AGENT_0019,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P7,AGENT_0020,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P7,AGENT_0021,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P7,AGENT_0019,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0020,DesignJournal+Agent,OTHER,image,STRUCTURE_ADD,STRUCTURE
P7,AGENT_0022,DesignJournal+Agent,OTHER,column,CREATE_COLUMN_USER,CREATE
P7,AGENT_0022,DesignJournal+Agent,OTHER,column,RELOCATE_COLUMN,RELOCATE
P7,AGENT_0018,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0023,DesignJournal+Agent,promptGenMode,image,AI_PROMPT_GEN,PROMPT_GEN
P7,AGENT_0024,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P7,AGENT_0024,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0017,DesignJournal+Agent,DELETE,image,PRUNE_IMAGE,PRUNE
P7,AGENT_0016,DesignJournal+Agent,DELETE,image,PRUNE_IMAGE,PRUNE
P7,AGENT_0015,DesignJournal+Agent,DELETE,image,PRUNE_IMAGE,PRUNE
P7,AGENT_0013,DesignJournal+Agent,DELETE,image,PRUNE_IMAGE,PRUNE
P7,AGENT_0022,DesignJournal+Agent,echo,column,RELOCATE_COLUMN,RELOCATE
P7,AGENT_0024,DesignJournal+Agent,DELETE,image,PRUNE_IMAGE,PRUNE
P7,AGENT_0025,DesignJournal+Agent,OTHER,image,AGENT_ACCEPT,AGENT_GEN
P7,AGENT_0025,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_AGENT,CREATE
P7,AGENT_0025,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE_AGENT,RELOCATE
P7,AGENT_0025,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE_AGENT,RELOCATE
P7,AGENT_0025,DesignJournal+Agent,spark,image,RELOCATE_IMAGE_AGENT,RELOCATE
P7,AGENT_0022,DesignJournal+Agent,echo,column,RELOCATE_COLUMN,RELOCATE
P7,AGENT_0026,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0004,DesignJournal+Agent,OTHER,image,STRUCTURE_REMOVE,STRUCTURE
P7,AGENT_0005,DesignJournal+Agent,OTHER,image,STRUCTURE_REMOVE,STRUCTURE
P7,AGENT_0006,DesignJournal+Agent,OTHER,image,STRUCTURE_REMOVE,STRUCTURE
P7,AGENT_0026,DesignJournal+Agent,DELETE,connector,RELATE_DELETE_USER,RELATE
P7,AGENT_0005,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0007,DesignJournal+Agent,OTHER,image,STRUCTURE_REMOVE,STRUCTURE
P7,AGENT_0022,DesignJournal+Agent,spark,column,RELOCATE_COLUMN,RELOCATE
P7,AGENT_0027,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0019,DesignJournal+Agent,echo,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0028,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0007,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0029,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0030,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0025,DesignJournal+Agent,spark,image,RELOCATE_IMAGE_AGENT,RELOCATE
P7,AGENT_0031,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P7,AGENT_0032,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P7,AGENT_0029,DesignJournal+Agent,DELETE,connector,AGENT_REJECT,AGENT_GEN
P7,AGENT_0029,DesignJournal+Agent,DELETE,connector,RELATE_DELETE_USER,RELATE
P7,AGENT_0030,DesignJournal+Agent,DELETE,connector,RELATE_DELETE_USER,RELATE
P7,AGENT_0027,DesignJournal+Agent,DELETE,connector,RELATE_DELETE_USER,RELATE
P7,AGENT_0028,DesignJournal+Agent,DELETE,connector,RELATE_DELETE_USER,RELATE
P7,AGENT_0033,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P7,AGENT_0034,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P7,AGENT_0035,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P7,AGENT_0036,DesignJournal+Agent,imageEditMode,image,AGENT_REJECT,AGENT_GEN
P7,AGENT_0036,DesignJournal+Agent,imageEditMode,image,AI_IMAGE_EDIT,IMAGE_EDIT
P7,AGENT_0037,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P7,AGENT_0037,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0038,DesignJournal+Agent,imageEditMode,image,AI_IMAGE_EDIT,IMAGE_EDIT
P7,AGENT_0039,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P7,AGENT_0039,DesignJournal+Agent,DELETE,image,PRUNE_IMAGE,PRUNE
P7,AGENT_0040,DesignJournal+Agent,imageEditMode,image,AI_IMAGE_EDIT,IMAGE_EDIT
P7,AGENT_0041,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P7,AGENT_0041,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0025,DesignJournal+Agent,DELETE,image,PRUNE_IMAGE_AGENT,PRUNE
P7,AGENT_0037,DesignJournal+Agent,DELETE,image,PRUNE_IMAGE,PRUNE
P7,AGENT_0041,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0041,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0041,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0041,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0041,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0042,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0043,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0041,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0018,DesignJournal+Agent,OTHER,image,STRUCTURE_ADD,STRUCTURE
P7,AGENT_0019,DesignJournal+Agent,OTHER,image,STRUCTURE_ADD,STRUCTURE
P7,AGENT_0044,DesignJournal+Agent,OTHER,column,CREATE_COLUMN_USER,CREATE
P7,AGENT_0045,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0046,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0007,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0041,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0041,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0047,DesignJournal+Agent,imageEditMode,image,AI_IMAGE_EDIT,IMAGE_EDIT
P7,AGENT_0048,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P7,AGENT_0048,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0041,DesignJournal+Agent,DELETE,image,PRUNE_IMAGE,PRUNE
P7,AGENT_0048,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0049,DesignJournal+Agent,imageEditMode,image,AI_IMAGE_EDIT,IMAGE_EDIT
P7,AGENT_0050,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P7,AGENT_0048,DesignJournal+Agent,DELETE,image,PRUNE_IMAGE,PRUNE
P7,AGENT_0050,DesignJournal+Agent,echo,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0050,DesignJournal+Agent,echo,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0051,DesignJournal+Agent,OTHER,note,CREATE_NOTE_USER,CREATE
P7,AGENT_0004,DesignJournal+Agent,OTHER,image,INTERACT_COMMENT,INTERACT
P7,AGENT_0004,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0052,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0053,DesignJournal+Agent,OTHER,note,CREATE_NOTE_USER,CREATE
P7,AGENT_0054,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0053,DesignJournal+Agent,OTHER,note,RELOCATE_NOTE,RELOCATE
P7,AGENT_0052,DesignJournal+Agent,DELETE,connector,RELATE_DELETE_USER,RELATE
P7,AGENT_0055,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0056,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0051,DesignJournal+Agent,spark,note,RELOCATE_NOTE,RELOCATE
P7,AGENT_0054,DesignJournal+Agent,DELETE,connector,RELATE_DELETE_USER,RELATE
P7,AGENT_0057,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0050,DesignJournal+Agent,echo,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0007,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0058,DesignJournal+Agent,OTHER,note,CREATE_NOTE_USER,CREATE
P7,AGENT_0059,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P7,AGENT_0058,DesignJournal+Agent,OTHER,note,RELOCATE_NOTE,RELOCATE
P7,AGENT_0058,DesignJournal+Agent,OTHER,note,RELOCATE_NOTE,RELOCATE
P7,AGENT_0050,DesignJournal+Agent,echo,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0050,DesignJournal+Agent,echo,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0050,DesignJournal+Agent,echo,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0050,DesignJournal+Agent,echo,image,RELOCATE_IMAGE,RELOCATE
P7,AGENT_0050,DesignJournal+Agent,echo,image,RELOCATE_IMAGE,RELOCATE
