designer,artifact_id,condition,artifact_type,action,broad_action
P5,BASE_0014,DesignJournal_baseline,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P5,BASE_0017,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0015,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P5,BASE_0017,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P5,BASE_0018,DesignJournal_baseline,column,CREATE_COLUMN_USER,CREATE
P5,BASE_0018,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P5,BASE_0018,DesignJournal_baseline,column,ELABORATE_COLUMN,ELABORATE
P5,BASE_0019,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0019,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P5,BASE_0018,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P5,BASE_0018,DesignJournal_baseline,column,ELABORATE_COLUMN,ELABORATE
P5,BASE_0020,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0021,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0021,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0021,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0022,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P5,BASE_0023,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P5,BASE_0018,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P5,BASE_0021,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0021,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0024,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P5,BASE_0021,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0016,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0018,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P5,BASE_0018,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P5,BASE_0025,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0026,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P5,BASE_0025,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0001,DesignJournal_baseline,todo,RELOCATE_TODO,RELOCATE
P5,BASE_0011,DesignJournal_baseline,image,INTERACT_COMMENT,INTERACT
P5,BASE_0027,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0027,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P5,BASE_0018,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P5,BASE_0028,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0029,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0029,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0030,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0031,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0029,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0028,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0025,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0031,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0007,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0032,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0033,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0034,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0035,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0034,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P5,BASE_0036,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P5,BASE_0033,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0033,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0033,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0033,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0037,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0002,DesignJournal_baseline,intent,EDIT_INTENT_GLOBAL,INTENT_EDIT
P5,BASE_0002,DesignJournal_baseline,intent,EDIT_INTENT_LOCAL,INTENT_EDIT
P5,BASE_0002,DesignJournal_baseline,intent,EDIT_INTENT_LOCAL,INTENT_EDIT
P5,BASE_0038,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0039,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0040,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0041,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0041,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0005,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0042,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P5,BASE_0041,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0032,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0032,DesignJournal_baseline,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P5,BASE_0043,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0033,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0014,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0016,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0025,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0044,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P5,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0045,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P5,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0041,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0046,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0046,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0041,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0025,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0002,DesignJournal_baseline,intent,EDIT_INTENT_GLOBAL,INTENT_EDIT
P5,BASE_0047,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0048,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0047,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0001,DesignJournal_baseline,todo,RELOCATE_TODO,RELOCATE
P5,BASE_0001,DesignJournal_baseline,todo,ELABORATE_TODO,ELABORATE
P5,BASE_0049,DesignJournal_baseline,column,CREATE_COLUMN_USER,CREATE
P5,BASE_0046,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P5,BASE_0047,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P5,BASE_0049,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P5,BASE_0049,DesignJournal_baseline,column,ELABORATE_COLUMN,ELABORATE
P5,BASE_0025,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0033,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0041,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0032,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0050,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P5,BASE_0051,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P5,BASE_0037,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0052,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P5,BASE_0032,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0001,DesignJournal_baseline,todo,RELOCATE_TODO,RELOCATE
P5,BASE_0049,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P5,BASE_0002,DesignJournal_baseline,intent,EDIT_INTENT_GLOBAL,INTENT_EDIT
P5,BASE_0002,DesignJournal_baseline,intent,EDIT_INTENT_LOCAL,INTENT_EDIT
P5,BASE_0053,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0054,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0054,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0055,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0056,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0057,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0058,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0055,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0056,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0057,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0057,DesignJournal_baseline,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P5,BASE_0056,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0055,DesignJournal_baseline,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P5,BASE_0057,DesignJournal_baseline,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P5,BASE_0059,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0059,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0059,DesignJournal_baseline,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P5,BASE_0056,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0054,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0054,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0057,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0059,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0055,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0054,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0060,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0061,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0061,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0054,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0029,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0025,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0055,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0002,DesignJournal_baseline,intent,EDIT_INTENT_GLOBAL,INTENT_EDIT
P5,BASE_0062,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0061,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0063,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P5,BASE_0057,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0061,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0056,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0025,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0025,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0064,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P5,BASE_0065,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0065,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0002,DesignJournal_baseline,intent,EDIT_INTENT_GLOBAL,INTENT_EDIT
P5,BASE_0066,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0067,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0068,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0069,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0070,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0065,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0025,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0065,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0065,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0001,DesignJournal_baseline,todo,RELOCATE_TODO,RELOCATE
P5,BASE_0001,DesignJournal_baseline,todo,ELABORATE_TODO,ELABORATE
P5,BASE_0001,DesignJournal_baseline,todo,RELOCATE_TODO,RELOCATE
P5,BASE_0071,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0007,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0071,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0007,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0072,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P5,BASE_0061,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0007,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0073,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0073,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0061,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0057,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0002,DesignJournal_baseline,intent,EDIT_INTENT_GLOBAL,INTENT_EDIT
P5,BASE_0074,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P5,BASE_0073,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0075,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P5,BASE_0007,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0075,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0065,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0001,DesignJournal_baseline,todo,RELOCATE_TODO,RELOCATE
P5,BASE_0001,DesignJournal_baseline,todo,RELOCATE_TODO,RELOCATE
P5,BASE_0025,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0049,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P5,BASE_0054,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0025,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0073,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0057,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0071,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P5,BASE_0001,DesignJournal_baseline,todo,RELOCATE_TODO,RELOCATE
P5,BASE_0059,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
