designer,artifact_id,condition,agent_source,artifact_type,action,broad_action
P2,AGENT_0002,DesignJournal+Agent,spark,drawing,RELOCATE_DRAWING,RELOCATE
P2,AGENT_0032,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0033,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0033,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0034,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0035,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0010,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0032,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0036,DesignJournal+Agent,OTHER,note,CREATE_NOTE_USER,CREATE
P2,AGENT_0036,DesignJournal+Agent,OTHER,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0036,DesignJournal+Agent,OTHER,note,ELABORATE_NOTE,ELABORATE
P2,AGENT_0037,DesignJournal+Agent,OTHER,note,CREATE_NOTE_USER,CREATE
P2,AGENT_0038,DesignJournal+Agent,OTHER,note,CREATE_NOTE_USER,CREATE
P2,AGENT_0036,DesignJournal+Agent,OTHER,note,ELABORATE_NOTE,ELABORATE
P2,AGENT_0036,DesignJournal+Agent,OTHER,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0036,DesignJournal+Agent,OTHER,note,ELABORATE_NOTE,ELABORATE
P2,AGENT_0036,DesignJournal+Agent,OTHER,note,ELABORATE_NOTE,ELABORATE
P2,AGENT_0039,DesignJournal+Agent,OTHER,note,CREATE_NOTE_USER,CREATE
P2,AGENT_0037,DesignJournal+Agent,insight,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0037,DesignJournal+Agent,insight,note,ELABORATE_NOTE,ELABORATE
P2,AGENT_0038,DesignJournal+Agent,OTHER,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0038,DesignJournal+Agent,OTHER,note,ELABORATE_NOTE,ELABORATE
P2,AGENT_0038,DesignJournal+Agent,OTHER,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0002,DesignJournal+Agent,spark,drawing,RELOCATE_DRAWING,RELOCATE
P2,AGENT_0005,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0022,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0002,DesignJournal+Agent,spark,drawing,RELOCATE_DRAWING,RELOCATE
P2,AGENT_0005,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0018,DesignJournal+Agent,DELETE,connector,RELATE_DELETE_USER,RELATE
P2,AGENT_0019,DesignJournal+Agent,DELETE,connector,RELATE_DELETE_USER,RELATE
P2,AGENT_0016,DesignJournal+Agent,DELETE,connector,RELATE_DELETE_USER,RELATE
P2,AGENT_0017,DesignJournal+Agent,DELETE,connector,RELATE_DELETE_USER,RELATE
P2,AGENT_0003,DesignJournal+Agent,DELETE,note,PRUNE_NOTE,PRUNE
P2,AGENT_0033,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0010,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0034,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0035,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0007,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0011,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0008,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0031,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0010,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0012,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0012,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0032,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0032,DesignJournal+Agent,OTHER,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P2,AGENT_0012,DesignJournal+Agent,OTHER,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P2,AGENT_0032,DesignJournal+Agent,OTHER,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P2,AGENT_0007,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0011,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0001,DesignJournal+Agent,echo,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0004,DesignJournal+Agent,spark,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0040,DesignJournal+Agent,OTHER,column,CREATE_COLUMN_USER,CREATE
P2,AGENT_0031,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0004,DesignJournal+Agent,spark,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0004,DesignJournal+Agent,spark,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0031,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0031,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0039,DesignJournal+Agent,OTHER,note,STRUCTURE_ADD,STRUCTURE
P2,AGENT_0040,DesignJournal+Agent,OTHER,column,RELOCATE_COLUMN,RELOCATE
P2,AGENT_0040,DesignJournal+Agent,OTHER,column,ELABORATE_COLUMN,ELABORATE
P2,AGENT_0039,DesignJournal+Agent,OTHER,note,STRUCTURE_REMOVE,STRUCTURE
P2,AGENT_0031,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0040,DesignJournal+Agent,DELETE,column,PRUNE_COLUMN,PRUNE
P2,AGENT_0031,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0007,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0011,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0008,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0041,DesignJournal+Agent,OTHER,note,CREATE_NOTE_USER,CREATE
P2,AGENT_0012,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0036,DesignJournal+Agent,insight,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0029,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0010,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0033,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0034,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0035,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0012,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0032,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0012,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0032,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0010,DesignJournal+Agent,OTHER,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P2,AGENT_0010,DesignJournal+Agent,OTHER,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P2,AGENT_0010,DesignJournal+Agent,OTHER,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P2,AGENT_0033,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0034,DesignJournal+Agent,OTHER,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P2,AGENT_0035,DesignJournal+Agent,OTHER,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P2,AGENT_0042,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0042,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0043,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0044,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0044,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0045,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0046,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0045,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0046,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0047,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0007,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0031,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0011,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0008,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0001,DesignJournal+Agent,echo,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0048,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0049,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0043,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0045,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0044,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0045,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0046,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0043,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0008,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0047,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0049,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0050,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0051,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0051,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0052,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0052,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0053,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0042,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0048,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0043,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0046,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0045,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0037,DesignJournal+Agent,insight,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0048,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0022,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0002,DesignJournal+Agent,spark,drawing,RELOCATE_DRAWING,RELOCATE
P2,AGENT_0005,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0043,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0046,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0045,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0054,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0055,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0056,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0057,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0022,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0002,DesignJournal+Agent,spark,drawing,RELOCATE_DRAWING,RELOCATE
P2,AGENT_0048,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0058,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0022,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0002,DesignJournal+Agent,spark,drawing,RELOCATE_DRAWING,RELOCATE
P2,AGENT_0005,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0059,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0058,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0048,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0048,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0058,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0060,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0060,DesignJournal+Agent,OTHER,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P2,AGENT_0061,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0062,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0063,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0064,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0065,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0008,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0066,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0067,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0068,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0069,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0070,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0071,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0072,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0044,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0073,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0074,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0075,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0076,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0077,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0078,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0033,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0033,DesignJournal+Agent,OTHER,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P2,AGENT_0079,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0080,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0029,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0081,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0082,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0083,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0084,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0043,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0085,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0046,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0086,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0060,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0087,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0088,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0089,DesignJournal+Agent,DELETE,connector,RELATE_DELETE_USER,RELATE
P2,AGENT_0090,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0091,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0048,DesignJournal+Agent,spark,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0092,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0093,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P2,AGENT_0001,DesignJournal+Agent,OTHER,note,ELABORATE_NOTE,ELABORATE
P2,AGENT_0094,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P2,AGENT_0001,DesignJournal+Agent,OTHER,note,AGENT_REJECT,AGENT_GEN
P2,AGENT_0001,DesignJournal+Agent,OTHER,note,ELABORATE_NOTE,ELABORATE
P2,AGENT_0095,DesignJournal+Agent,GlobalIntent,intent,EDIT_INTENT_GLOBAL,INTENT_EDIT
P2,AGENT_0095,DesignJournal+Agent,GlobalIntent,intent,AGENT_REJECT,AGENT_GEN
P2,AGENT_0095,DesignJournal+Agent,GlobalIntent,intent,EDIT_INTENT_GLOBAL,INTENT_EDIT
P2,AGENT_0004,DesignJournal+Agent,DELETE,note,AGENT_REJECT,AGENT_GEN
P2,AGENT_0004,DesignJournal+Agent,DELETE,note,PRUNE_NOTE,PRUNE
P2,AGENT_0096,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P2,AGENT_0097,DesignJournal+Agent,OTHER,image,AGENT_ACCEPT,AGENT_GEN
P2,AGENT_0097,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_AGENT,CREATE
P2,AGENT_0001,DesignJournal+Agent,insight,note,RELOCATE_NOTE,RELOCATE
P2,AGENT_0098,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P2,AGENT_0098,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0098,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0099,DesignJournal+Agent,OTHER,image,AGENT_ACCEPT,AGENT_GEN
P2,AGENT_0099,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_AGENT,CREATE
P2,AGENT_0100,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P2,AGENT_0101,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P2,AGENT_0102,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P2,AGENT_0103,DesignJournal+Agent,OTHER,image,AGENT_ACCEPT,AGENT_GEN
P2,AGENT_0103,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_AGENT,CREATE
P2,AGENT_0104,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P2,AGENT_0098,DesignJournal+Agent,insight,image,AGENT_REJECT,AGENT_GEN
P2,AGENT_0098,DesignJournal+Agent,insight,image,RELOCATE_IMAGE,RELOCATE
P2,AGENT_0103,DesignJournal+Agent,spark,image,RELOCATE_IMAGE_AGENT,RELOCATE
P2,AGENT_0099,DesignJournal+Agent,insight,image,RELOCATE_IMAGE_AGENT,RELOCATE
